pub_date	title	venue	excerpt	citation	url_slug	paper_url	slides_url
2024-09-06	Leveraging Mutual Information for Asymmetric Learning under Partial Observability	8th Annual Conference on Robot Learning	This paper is about the number 1. The number 2 is left for future work.	Hai Nguyen, Long Dinh, Robert Platt, Christopher Amato. (2024). "Leveraging Mutual Information for Asymmetric Learning under Partial Observability." <i>8th Annual Conference on Robot Learning</i>. 1(1).	CoRL-2024	http://longdvt.github.io/files/256_Leveraging_Mutual_Informat.pdf	http://longdvt.github.io/files/256_Leveraging_Mutual_Informat.pdf
